Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2018-01-01,415.2442321777344,419.64353927650944,413.8179468212587,416.91151768006387,5431340
2018-01-02,413.6974182128906,418.6391475373377,411.005612217559,416.730763707393,6112248
2018-01-03,410.32257080078125,414.46074520687387,409.23780044611135,413.2152835726382,6846552
2018-01-04,407.9521789550781,410.202053080989,405.62192240535546,410.202053080989,8947614
2018-01-05,406.586181640625,412.37160747268575,404.175591630898,407.91200124161696,11025976
2018-01-08,416.2486572265625,417.43384438577914,409.8203925602368,411.7689675671232,5594690
2018-01-09,418.3780517578125,419.80433739393624,413.3760961829462,417.83567871435287,9948236
2018-01-10,422.7572326660156,424.26385145669997,415.04336407514415,420.56763297431996,9468634
2018-01-11,432.2188415527344,435.2722459908186,423.9625505179648,423.9625505179648,16775298
2018-01-12,433.2834777832031,436.2766566883595,430.1095732752301,436.2364899940021,18016528
2018-01-15,434.36822509765625,439.10902251367736,427.91987744490405,433.9061855543227,10649250
2018-01-16,451.1217956542969,455.92291656664565,434.4083823813349,434.4083823813349,22646966
2018-01-17,462.87347412109375,466.77062427818566,451.18212173698186,451.9253772223112,26154088
2018-01-18,463.11456298828125,468.01612612466954,454.8382125977465,460.02099165745165,13204970
2018-01-19,459.3981018066406,461.1859852188234,456.4049726159804,460.02085708212815,5988278
2018-01-22,462.0296630859375,464.8219096932463,454.7978944463315,454.8581689937089,9650214
2018-01-23,472.9175720214844,477.29682033325787,464.0385753240007,464.0385753240007,15403796
2018-01-24,476.41302490234375,490.5752431822333,469.0607047310943,471.993609268903,20604718
2018-01-25,472.23455810546875,475.44867788288417,466.95133891262714,474.88619711312134,13548914
2018-01-29,475.24786376953125,480.61141711101914,468.1365933127734,468.6790153381097,10823002
2018-01-30,470.326171875,475.3281261333869,467.1321109377908,473.6407328770474,8628312
2018-01-31,462.1301574707031,468.6990049318389,458.87587101729025,465.70587551805266,9213698
